latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-11.74912,142.20038,334.87,0.67,0.74,2023-10-06,0310,1,nominal,2.0NRT,279.91,10.46,D
-11.7498,142.1942,342.13,0.67,0.74,2023-10-06,0310,1,nominal,2.0NRT,280.52,10.46,D
-7.98731,142.30519,331.39,0.59,0.7,2023-10-06,0313,1,nominal,2.0NRT,288.43,5.99,D
-7.95039,142.43987,336.04,0.58,0.7,2023-10-06,0313,1,nominal,2.0NRT,288.93,13.44,D
-7.90387,142.60178,325.42,0.56,0.69,2023-10-06,0313,1,nominal,2.0NRT,287.98,5.47,D
-7.91288,142.3764,326.2,0.58,0.7,2023-10-06,0313,1,nominal,2.0NRT,287.23,2.9,D
-7.35048,145.92967,326.14,0.33,0.55,2023-10-06,0313,1,nominal,2.0NRT,287.02,2.4,D
-7.97859,140.51393,330.36,0.79,0.78,2023-10-06,0313,1,nominal,2.0NRT,287.16,6.14,D
-7.53868,141.2018,330.34,0.7,0.75,2023-10-06,0313,1,nominal,2.0NRT,290.25,7.71,D
-6.49607,146.40904,327,0.59,0.53,2023-10-06,0313,1,nominal,2.0NRT,287.46,4.06,D
-5.09189,143.95894,325.91,0.41,0.61,2023-10-06,0313,1,nominal,2.0NRT,286.48,2.59,D
-11.96977,135.71828,353.72,0.43,0.46,2023-10-06,0453,1,nominal,2.0NRT,307.39,6.75,D
-11.87951,135.83862,348.37,0.44,0.46,2023-10-06,0453,1,nominal,2.0NRT,305.39,6.33,D
-11.67069,136.03455,349.07,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,303.75,8.56,D
-11.66639,136.03371,340.23,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,301.18,6.15,D
-11.66714,136.02948,341.26,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,304.47,7.02,D
-11.66208,136.0329,340.42,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,301.66,6.15,D
-11.66283,136.0287,341.32,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,304.99,7.02,D
-11.65776,136.03215,340.83,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,302.84,13.37,D
-11.65851,136.02795,341.42,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,304.64,10.96,D
-11.65419,136.02724,349.4,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,307.09,10.96,D
-11.64986,136.02652,351.49,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,307.81,21.78,D
-11.64553,136.02583,356.61,0.46,0.47,2023-10-06,0453,1,nominal,2.0NRT,308.57,21.78,D
-11.99706,133.94394,335.95,0.51,0.41,2023-10-06,0453,1,low,2.0NRT,306.43,6.22,D
-11.99786,133.9393,351.31,0.51,0.41,2023-10-06,0453,1,nominal,2.0NRT,310.79,6.22,D
-11.99729,133.94112,351.14,0.51,0.41,2023-10-06,0453,1,nominal,2.0NRT,309.21,7.57,D
-11.99806,133.93646,338.85,0.51,0.41,2023-10-06,0453,1,low,2.0NRT,310.83,4.1,D
-11.88163,133.36247,336.29,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,305.61,7.04,D
-11.87798,133.36185,336.69,0.48,0.4,2023-10-06,0453,1,low,2.0NRT,306.78,8.41,D
-11.87506,133.35684,347.08,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,307.79,8.41,D
-11.88237,133.35944,340.08,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,307.78,9.32,D
-11.87872,133.3588,343.53,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,309.44,9.32,D
-11.87507,133.35814,349.42,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,307.07,4.34,D
-11.87141,133.3575,333.01,0.48,0.4,2023-10-06,0453,1,low,2.0NRT,305.18,4.34,D
-11.87212,133.35315,342.95,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,305.98,8.97,D
-11.87424,133.34007,335.61,0.47,0.4,2023-10-06,0453,1,low,2.0NRT,307.73,4.98,D
-11.86917,133.34818,340.45,0.48,0.4,2023-10-06,0453,1,nominal,2.0NRT,307.03,6.16,D
-11.86622,133.34319,333.05,0.48,0.4,2023-10-06,0453,1,low,2.0NRT,306.02,4.96,D
-11.86693,133.33884,340.85,0.47,0.4,2023-10-06,0453,1,nominal,2.0NRT,305.89,4.96,D
-11.86764,133.33447,349.85,0.47,0.4,2023-10-06,0453,1,nominal,2.0NRT,307.98,7.51,D
-11.45732,131.2939,339.63,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,304.96,4.46,D
-11.45394,131.29338,346.39,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,308.17,9.13,D
-11.30333,132.06772,354.87,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,302.93,4.67,D
-11.29739,132.08273,352.14,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,308.36,39.96,D
-11.29862,132.07495,342.38,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,304.73,12.13,D
-11.29924,132.07104,340.82,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,301.47,12.13,D
-11.29986,132.06715,332.47,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,302.05,1.93,D
-11.298,132.07884,317.99,0.43,0.38,2023-10-06,0453,1,low,2.0NRT,321.26,39.96,D
-11.29453,132.07826,367,0.43,0.38,2023-10-06,0453,1,high,2.0NRT,308.8,39.96,D
-11.2933,132.08604,353.73,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,310.37,28.73,D
-11.29392,132.08214,355.88,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,310.38,39.96,D
-11.29515,132.07437,342.59,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,305.97,12.13,D
-11.28921,132.08937,336.71,0.43,0.38,2023-10-06,0453,1,low,2.0NRT,308.11,18.16,D
-11.28983,132.08546,343.53,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,307.19,18.16,D
-11.28511,132.0927,335.69,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,304.56,4.16,D
-11.28574,132.08879,355.85,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,310.52,18.16,D
-11.28164,132.09215,340.55,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.95,9.24,D
-11.28226,132.08824,331.77,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.23,3.32,D
-11.2866,132.061,335.35,0.42,0.38,2023-10-06,0453,1,low,2.0NRT,306.14,2.3,D
-11.27816,132.09158,367,0.43,0.38,2023-10-06,0453,1,high,2.0NRT,306.51,9.24,D
-11.27754,132.09549,355.5,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,304.95,9.24,D
-11.27879,132.08768,333.68,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.14,3.32,D
-11.27344,132.09883,334.4,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,300.92,4.59,D
-11.27407,132.09492,342.31,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,307.4,5.71,D
-11.38399,131.33438,336.34,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,302.18,3.42,D
-11.25545,132.09985,350.18,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,309.63,28.21,D
-11.25198,132.09929,346.31,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.26,8.47,D
-11.24788,132.1026,347.41,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,305.18,6.82,D
-11.2485,132.09872,354.49,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,308.02,8.47,D
-11.37103,131.32852,335.19,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,300.1,5.61,D
-11.24377,132.10596,346.53,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306,11.3,D
-11.2444,132.10205,346.14,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.5,11.3,D
-11.24503,132.09816,336.16,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,305.59,5.1,D
-11.36765,131.32799,347.83,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,299.94,4.07,D
-11.2403,132.10538,346.78,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.74,11.3,D
-11.23682,132.10481,348.42,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,308.16,12.24,D
-11.3574,131.34898,346.21,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,300.35,13.05,D
-11.23334,132.10426,344.22,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.33,12.24,D
-11.23397,132.10039,334.26,0.43,0.38,2023-10-06,0453,1,nominal,2.0NRT,303.38,12.24,D
-11.32544,131.27982,341.47,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,293.05,2.77,D
-11.32659,131.27245,345.21,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,293.88,9.74,D
-11.32716,131.26878,355.3,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,302.26,18.02,D
-11.32773,131.26512,354.63,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,305.71,18.02,D
-11.3283,131.26143,345.95,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,304.34,10.61,D
-11.32492,131.26089,367,0.4,0.37,2023-10-06,0453,1,high,2.0NRT,304.52,54.01,D
-11.32435,131.26457,348.73,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,301.72,23.46,D
-11.32664,131.24991,351.96,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,302.93,10.2,D
-11.3244,131.24205,339.5,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,292.65,2.62,D
-11.32668,131.22743,355.7,0.4,0.37,2023-10-06,0453,1,nominal,2.0NRT,297.97,6.9,D
-11.1647,132.00977,331.89,0.42,0.38,2023-10-06,0453,1,low,2.0NRT,304.36,3.74,D
-11.16531,132.00591,352,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,306.46,8.76,D
-11.16593,132.00206,356.19,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,307.16,8.76,D
-11.16655,131.9982,341.11,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,307.3,23.46,D
-11.16185,132.00534,339.63,0.42,0.38,2023-10-06,0453,1,nominal,2.0NRT,304.02,8.76,D
-8.89929,140.97008,344.81,0.54,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.77,6.39,D
-8.89305,140.96893,340.17,0.54,0.68,2023-10-06,0455,1,nominal,2.0NRT,288.81,6.39,D
-8.90249,140.96661,330.47,0.55,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.61,3.33,D
-8.89533,140.97043,331.1,0.55,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.66,6.84,D
-8.89625,140.96545,343.17,0.55,0.68,2023-10-06,0455,1,nominal,2.0NRT,290.78,8.08,D
-8.9098,140.75525,336.43,0.53,0.67,2023-10-06,0455,1,nominal,2.0NRT,290.44,9.15,D
-8.82343,141.00871,340.76,0.55,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.4,9.57,D
-8.71377,141.05431,331.14,0.56,0.69,2023-10-06,0455,1,nominal,2.0NRT,288.61,5.08,D
-8.50715,140.44118,367,0.51,0.66,2023-10-06,0455,1,high,2.0NRT,290.09,13.18,D
-7.97298,142.89847,332.81,0.76,0.77,2023-10-06,0455,1,nominal,2.0NRT,286.01,10.9,D
-7.96451,142.90416,333.19,0.76,0.77,2023-10-06,0455,1,nominal,2.0NRT,286.57,10.9,D
-8.45702,140.57536,330.57,0.52,0.67,2023-10-06,0455,1,nominal,2.0NRT,289.01,5.41,D
-8.34492,140.94086,330.44,0.56,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.85,9.17,D
-8.34587,140.93578,336.57,0.55,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.34,8.4,D
-8.4105,140.5867,336.25,0.52,0.67,2023-10-06,0455,1,nominal,2.0NRT,288.99,4.06,D
-7.96778,142.90437,340.11,0.76,0.77,2023-10-06,0455,1,nominal,2.0NRT,285.94,13.8,D
-8.34691,140.79123,333.73,0.54,0.68,2023-10-06,0455,1,nominal,2.0NRT,289.63,5.33,D
-8.36988,140.634,341.57,0.53,0.67,2023-10-06,0455,1,nominal,2.0NRT,288.99,8.16,D
-7.89118,142.70979,337.29,0.74,0.76,2023-10-06,0455,1,nominal,2.0NRT,287.22,12.13,D
-7.92174,142.47429,331.03,0.71,0.75,2023-10-06,0455,1,nominal,2.0NRT,285.14,5.76,D
-8.1898,140.2457,329.25,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,290.32,8.34,D
-8.1829,140.24918,346.37,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,289.95,10.2,D
-8.18376,140.24463,345.23,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,291.92,8.34,D
-8.17686,140.24809,347.45,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,289.57,7.37,D
-8.18859,140.24591,332.67,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,290.27,7.86,D
-8.18172,140.24939,346.58,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,289.46,14.08,D
-8.18255,140.24483,355.76,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,291.83,20.39,D
-8.13618,140.29347,331.73,0.51,0.66,2023-10-06,0455,1,nominal,2.0NRT,291.01,12.72,D
-8.13533,140.29808,356.53,0.51,0.66,2023-10-06,0455,1,low,2.0NRT,289.95,12.71,D
-8.09715,140.2674,345.86,0.51,0.66,2023-10-06,0455,1,nominal,2.0NRT,290.77,7.74,D
-8.03051,140.28351,336.93,0.51,0.66,2023-10-06,0455,1,nominal,2.0NRT,286.79,8.12,D
-8.03134,140.27898,350.09,0.51,0.66,2023-10-06,0455,1,nominal,2.0NRT,290.15,8.12,D
-8.02526,140.27794,343.71,0.51,0.66,2023-10-06,0455,1,nominal,2.0NRT,289.18,8.12,D
-8.02683,140.23528,367,0.5,0.66,2023-10-06,0455,1,high,2.0NRT,290.39,12.59,D
-7.8693,140.94618,355.18,0.57,0.69,2023-10-06,0455,1,nominal,2.0NRT,287.72,10.85,D
-8.07297,139.81734,331.52,0.47,0.64,2023-10-06,0455,1,nominal,2.0NRT,291.55,5.62,D
-7.9974,140.22528,356.19,0.5,0.66,2023-10-06,0455,1,low,2.0NRT,289.79,9,D
-7.99133,140.22432,330.32,0.5,0.66,2023-10-06,0455,1,nominal,2.0NRT,287.08,2.53,D
-7.93956,140.47226,332.04,0.53,0.67,2023-10-06,0455,1,nominal,2.0NRT,287.28,3.85,D
-10.64569,123.30772,334.48,0.47,0.48,2023-10-06,0455,1,nominal,2.0NRT,301.85,4.57,D
-7.95984,139.98157,335.21,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,289.95,16.35,D
-7.96066,139.97711,355.06,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,292.68,16.35,D
-8.33561,137.74875,330.59,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,293.11,2.8,D
-7.89681,139.98888,347.45,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,290.55,6.33,D
-8.30495,137.77205,336.48,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,295.28,5.44,D
-7.89,139.99226,350.05,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,290.19,13.07,D
-7.89083,139.98784,353.43,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,291.4,14.07,D
-8.09018,138.91713,353.47,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,295.4,4.11,D
-7.81148,140.37567,343.12,0.52,0.67,2023-10-06,0455,1,nominal,2.0NRT,291.23,8.03,D
-8.09134,138.91731,354.52,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,295.06,6.59,D
-7.89393,139.9899,367,0.49,0.65,2023-10-06,0455,1,high,2.0NRT,292.84,25.59,D
-7.81123,140.37772,348.53,0.52,0.67,2023-10-06,0455,1,nominal,2.0NRT,291.06,7.3,D
-7.87929,139.90077,330.91,0.48,0.65,2023-10-06,0455,1,nominal,2.0NRT,290.5,5.37,D
-8.0785,138.73326,367,0.4,0.6,2023-10-06,0455,1,high,2.0NRT,297.43,7.26,D
-8.0495,138.79955,338.86,0.4,0.6,2023-10-06,0455,1,nominal,2.0NRT,298.42,8.3,D
-8.05016,138.79588,337.14,0.4,0.6,2023-10-06,0455,1,nominal,2.0NRT,298.85,7.86,D
-7.87336,139.56927,340.45,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,290.75,6.02,D
-7.87413,139.56512,329.79,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.98,6.02,D
-7.86831,139.56412,349.5,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.34,6.02,D
-8.19914,137.77887,331.86,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,296.59,3.3,D
-7.87411,139.56911,339.98,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,290.72,5.76,D
-7.87485,139.56494,331.37,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.85,5.76,D
-7.86903,139.56392,349.73,0.46,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.16,5.76,D
-8.17147,137.81578,352.2,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,294.46,9.23,D
-8.16576,137.81802,334.73,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,293.26,9.23,D
-8.1663,137.8149,352.4,0.34,0.56,2023-10-06,0455,1,nominal,2.0NRT,296.11,9.23,D
-7.85974,139.51526,336.45,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.51,5.83,D
-10.34531,123.77122,339.72,0.43,0.46,2023-10-06,0455,1,nominal,2.0NRT,297.78,5.33,D
-8.15979,137.79126,367,0.34,0.56,2023-10-06,0455,1,high,2.0NRT,296.97,11.62,D
-7.85393,139.51425,339.5,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.19,5.83,D
-10.33985,123.58718,350.78,0.45,0.47,2023-10-06,0455,1,nominal,2.0NRT,301.35,13.78,D
-7.89505,139.02582,341.18,0.42,0.61,2023-10-06,0455,1,nominal,2.0NRT,293.76,5.55,D
-7.89575,139.02197,330.73,0.42,0.61,2023-10-06,0455,1,nominal,2.0NRT,294.38,4.77,D
-7.85699,139.17064,331.64,0.43,0.62,2023-10-06,0455,1,nominal,2.0NRT,293.12,2.96,D
-7.84994,139.14522,367,0.43,0.62,2023-10-06,0455,1,high,2.0NRT,293.66,13.65,D
-7.85066,139.14131,336.27,0.43,0.62,2023-10-06,0455,1,nominal,2.0NRT,294.42,9.61,D
-10.31292,123.59318,340.74,0.45,0.47,2023-10-06,0455,1,nominal,2.0NRT,301.11,4.8,D
-10.31347,123.58898,340.45,0.45,0.47,2023-10-06,0455,1,nominal,2.0NRT,301.27,4.96,D
-7.84427,139.14423,367,0.43,0.62,2023-10-06,0455,1,high,2.0NRT,293.34,9.98,D
-7.79662,139.40268,346.4,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,293.56,6.15,D
-7.84784,139.12483,333.57,0.43,0.62,2023-10-06,0455,1,nominal,2.0NRT,293.64,3.74,D
-10.30866,123.59241,341.22,0.45,0.47,2023-10-06,0455,1,nominal,2.0NRT,302.37,4.95,D
-7.79085,139.40164,347.71,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.78,6.15,D
-10.30282,123.60371,333.35,0.44,0.46,2023-10-06,0455,1,nominal,2.0NRT,301.11,3.07,D
-10.27437,123.78693,332.56,0.43,0.46,2023-10-06,0455,1,nominal,2.0NRT,298.99,3.03,D
-10.23536,123.98589,335.37,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,298.39,3.18,D
-10.24265,123.93057,340.99,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,296.38,3.67,D
-10.25632,123.82651,334.56,0.43,0.46,2023-10-06,0455,1,nominal,2.0NRT,298.3,3.54,D
-10.23345,123.98632,334.84,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,299.28,3.8,D
-10.24111,123.93111,338.71,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,296.06,2.97,D
-10.2561,123.82308,331.13,0.43,0.46,2023-10-06,0455,1,nominal,2.0NRT,298.86,3.55,D
-7.84743,139.14532,367,0.43,0.62,2023-10-06,0455,1,high,2.0NRT,293.31,20.94,D
-7.84812,139.1414,354.27,0.43,0.62,2023-10-06,0455,1,nominal,2.0NRT,294.96,19.58,D
-10.2323,123.96403,339.77,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,297.8,14.76,D
-7.79594,139.40337,347.33,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,293.08,6.54,D
-7.8452,139.12488,337.05,0.43,0.62,2023-10-06,0455,1,nominal,2.0NRT,293.07,3.25,D
-10.22811,123.9636,348.2,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,301.18,14.32,D
-7.79017,139.40234,332.13,0.45,0.63,2023-10-06,0455,1,nominal,2.0NRT,292.98,6.54,D
-10.23289,123.89821,338.77,0.42,0.46,2023-10-06,0455,1,nominal,2.0NRT,296.9,3.38,D
-10.26636,123.65496,346.09,0.44,0.46,2023-10-06,0455,1,nominal,2.0NRT,303.08,8,D
-10.26212,123.65427,345.96,0.44,0.46,2023-10-06,0455,1,nominal,2.0NRT,301.64,5.45,D
-10.20314,124.05247,339.19,0.41,0.45,2023-10-06,0455,1,nominal,2.0NRT,296.92,7.02,D
-7.44778,141.19418,329.89,0.6,0.7,2023-10-06,0455,1,nominal,2.0NRT,294.6,5.8,D
-7.86591,138.87698,335.02,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,297.01,2.46,D
-7.86034,138.87601,331.25,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,297.92,2.46,D
-10.19699,123.97389,340.34,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,299.86,11.13,D
-10.18912,123.96944,340.98,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,300.23,6.14,D
-7.62769,140.00046,348.26,0.49,0.65,2023-10-06,0455,1,nominal,2.0NRT,292.18,6.31,D
-10.18794,123.94687,337.36,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,297.33,2.32,D
-10.1938,123.90362,351.87,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,301.12,12.35,D
-7.82181,138.83478,337.62,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,299.2,5.69,D
-10.16844,123.99707,340.5,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,298.95,4.96,D
-7.81625,138.83382,333.02,0.41,0.61,2023-10-06,0455,1,nominal,2.0NRT,297.63,6.46,D
-10.16329,124.00385,340.12,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,297.81,3.7,D
-10.14149,124.13456,340.43,0.41,0.45,2023-10-06,0455,1,nominal,2.0NRT,299.58,6,D
-10.16977,123.92406,336.49,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,301.63,14.52,D
-10.1585,123.97651,341.21,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,300.58,35.56,D
-10.1631,123.94212,342.58,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,301.38,28.2,D
-10.14822,124.02169,332.08,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,298.6,4.22,D
-10.14664,124.00189,341.72,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,300.81,6.7,D
-10.14915,123.98304,343.47,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,302.23,26.78,D
-7.75245,139.02507,367,0.42,0.61,2023-10-06,0455,1,high,2.0NRT,293.98,9.64,D
-7.75316,139.02121,334.52,0.42,0.61,2023-10-06,0455,1,nominal,2.0NRT,293.01,5.85,D
-7.89856,138.22531,330.78,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,295.6,2.83,D
-7.89917,138.22195,338.27,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,295.92,2.83,D
-10.08481,124.43246,346.32,0.39,0.44,2023-10-06,0455,1,nominal,2.0NRT,297.03,7.1,D
-7.89261,138.22775,367,0.37,0.58,2023-10-06,0455,1,high,2.0NRT,297.26,13.69,D
-7.91978,138.07826,367,0.36,0.58,2023-10-06,0455,1,high,2.0NRT,293.91,60.21,D
-7.51688,140.26074,334.78,0.52,0.67,2023-10-06,0455,1,nominal,2.0NRT,290.31,4.27,D
-7.7468,139.02417,329.91,0.42,0.61,2023-10-06,0455,1,nominal,2.0NRT,292.37,2.2,D
-7.89322,138.2244,345.34,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,299.19,10.71,D
-7.94042,137.96442,329.91,0.36,0.57,2023-10-06,0455,1,nominal,2.0NRT,292.73,4.47,D
-7.941,137.9612,333.41,0.35,0.57,2023-10-06,0455,1,nominal,2.0NRT,296.44,5.55,D
-7.94217,137.95474,330.07,0.35,0.57,2023-10-06,0455,1,nominal,2.0NRT,297.7,7.51,D
-10.08069,124.43258,334.78,0.39,0.44,2023-10-06,0455,1,nominal,2.0NRT,293.56,4.64,D
-10.13732,124.00842,342.92,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,301.7,6.32,D
-7.9127,138.08719,367,0.36,0.58,2023-10-06,0455,1,high,2.0NRT,294.73,8.91,D
-7.93342,137.97319,334.07,0.36,0.57,2023-10-06,0455,1,nominal,2.0NRT,296.53,3.97,D
-7.93401,137.96997,348.26,0.36,0.57,2023-10-06,0455,1,nominal,2.0NRT,298.96,3.97,D
-7.93635,137.95708,338.45,0.35,0.57,2023-10-06,0455,1,nominal,2.0NRT,295.06,5.55,D
-7.93752,137.95062,353.2,0.35,0.57,2023-10-06,0455,1,nominal,2.0NRT,296.67,7.51,D
-7.9381,137.94743,352.11,0.35,0.57,2023-10-06,0455,1,nominal,2.0NRT,295.22,7.46,D
-10.12847,124.01141,340.45,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,298.84,7.11,D
-10.16637,123.72374,342.1,0.44,0.46,2023-10-06,0455,1,nominal,2.0NRT,303.83,3.64,D
-10.12428,124.01115,341.4,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,299.24,7.11,D
-10.13951,123.89552,335.59,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,299.45,0.49,D
-10.12662,124.01044,348.15,0.42,0.45,2023-10-06,0455,1,nominal,2.0NRT,300.7,14.07,D
-10.16661,123.72327,340.2,0.43,0.46,2023-10-06,0455,1,nominal,2.0NRT,303.73,2.39,D
-10.05899,124.46363,330.84,0.39,0.44,2023-10-06,0455,1,nominal,2.0NRT,295.69,2.74,D
-7.9013,138.22234,332.26,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,295.41,2.39,D
-10.0944,124.18111,343.04,0.41,0.45,2023-10-06,0455,1,nominal,2.0NRT,300.14,4.19,D
-10.10149,124.13019,335.16,0.41,0.45,2023-10-06,0455,1,nominal,2.0NRT,298.75,2.07,D
-7.92084,138.07831,367,0.36,0.58,2023-10-06,0455,1,high,2.0NRT,293.37,30.37,D
-7.89479,138.22815,338.16,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,295.2,5.49,D
-7.89538,138.22478,354.64,0.37,0.58,2023-10-06,0455,1,nominal,2.0NRT,298.17,5.49,D
-7.9412,137.96097,334.12,0.36,0.57,2023-10-06,0455,1,nominal,2.0NRT,296.17,7.03,D
